-0.418,-0.383,-0.487
1.627,1.452,1.888
0.751,-0.120,0.364
-2.381,-1.955,-1.604
-0.460,0.011,-0.890
-0.335,-0.383,-0.573
0.041,0.142,0.039
-1.045,-0.645,-1.053
-0.460,-0.383,-0.703
-0.001,-0.120,-0.271
0.208,0.273,0.003
-0.752,-0.907,-0.790
-0.878,-0.776,-0.970
-0.418,-0.120,-0.393
1.252,1.452,1.337
0.041,-0.252,-0.299
-2.047,-1.038,-1.510
-0.460,-0.776,-0.552
-0.335,0.273,0.241
-0.544,-0.776,-0.678
0.291,0.273,-0.141
0.083,-0.252,-0.231
-1.671,-1.562,-1.272
0.417,0.535,-0.004
0.834,0.404,0.724
-0.377,-0.120,-0.465
0.166,0.666,-0.083
0.709,0.535,0.183
0.291,0.273,0.508
0.542,0.404,0.508
0.834,1.583,0.832
-1.045,-0.776,-1.006
0.291,0.142,0.216
-1.045,0.535,-0.970
0.584,0.011,0.356
0.333,0.273,-0.069
0.208,0.666,0.032
-0.794,-1.169,-0.840
0.876,0.797,0.782
-0.001,-0.514,-0.714
-0.168,-0.252,-0.440
0.417,0.666,-0.008
0.709,0.011,0.220
-0.210,0.011,-0.321
0.834,1.583,1.164
0.792,0.011,0.486
1.168,0.666,0.756
0.208,0.011,-0.152
0.041,0.273,-0.177
-0.335,0.011,-0.671
0.751,0.273,0.079
0.542,0.535,0.501
-0.377,-0.514,-0.393
0.584,0.535,0.349
0.291,0.273,-0.058
-1.253,-1.038,-1.114
1.377,0.797,0.937
0.375,-0.120,0.039
0.959,0.797,0.544
1.043,0.666,0.439
1.043,0.404,0.688
-1.462,-1.300,-1.222
0.542,0.011,0.147
0.500,-0.383,-0.105
-0.752,-0.383,-0.681
-0.043,-0.383,-0.357
0.333,0.535,0.047
-0.961,-1.038,-0.963
0.751,0.273,0.014
0.375,-0.383,0.256
-2.422,-2.609,-1.618
-0.001,-0.383,-0.346
0.959,0.273,0.692
0.709,0.666,0.558
-1.671,-2.217,-1.402
-0.585,-0.383,-0.681
0.417,0.142,0.183
0.792,0.797,0.407
0.041,-0.514,-0.375
-0.043,-0.383,-0.393
0.751,0.142,0.580
0.208,0.142,-0.130
0.124,0.535,0.400
-0.544,-0.907,-0.934
-2.965,-1.169,-1.654
1.210,1.583,1.275
0.542,0.535,0.378
1.001,0.273,0.717
-0.001,-0.907,-0.573
1.043,1.190,0.731
0.792,1.583,0.007
-0.126,0.404,-0.523
-0.711,-0.383,-0.782
0.709,0.535,0.364
0.250,0.011,0.003
-0.335,-1.038,-0.393
0.083,-0.383,0.003
0.375,0.928,0.364
0.291,1.321,0.256
0.876,0.404,0.356
-1.796,-2.348,-1.402
0.166,0.273,0.256
0.959,0.273,0.868
-0.251,-0.383,-0.184
-0.084,0.404,0.241
-0.961,-0.907,-0.934
1.335,1.714,1.596
-0.919,-1.169,-0.898
0.375,0.273,0.068
0.667,0.273,0.400
0.250,-0.514,-0.238
-1.295,-1.169,-1.132
0.124,0.011,-0.191
0.876,0.273,0.605
-0.335,0.535,0.573
0.584,0.535,0.580
1.043,-0.383,0.634
0.792,0.535,0.238
0.959,0.928,0.940
-2.840,-0.514,-0.645
0.584,0.273,0.220
0.208,0.273,0.061
0.124,0.011,-0.296
1.085,0.797,0.674
-0.335,-1.300,-0.429
0.333,-0.120,-0.011
-0.418,-0.383,-0.681
0.918,0.797,0.825
-0.627,-0.907,-0.681
-0.293,-0.120,-0.508
-0.168,-0.514,-0.429
0.083,0.011,0.032
-0.585,-0.907,-0.753
-1.462,-1.300,-1.172
0.124,0.011,-0.033
0.542,0.535,0.122
1.126,0.404,0.436
-0.711,-0.120,-0.869
0.166,0.011,-0.199
-0.544,-0.514,-0.501
-0.335,-0.383,-0.638
0.667,0.404,0.684
-0.585,-0.252,-0.645
-0.084,0.011,-0.440
-0.627,-0.776,-0.991
0.083,-0.120,-0.249
0.542,0.535,0.443
0.458,-0.514,0.151
-0.335,-0.514,-0.508
-0.126,0.142,-0.426
0.584,0.273,0.342
-0.961,-0.907,-0.984
0.625,0.666,0.349
0.417,0.273,0.061
0.709,0.666,0.198
-0.878,-0.907,-0.790
0.458,0.273,0.364
-0.794,-0.252,-0.400
-1.128,-0.383,-0.696
0.625,0.142,-0.004
-0.878,-0.383,-0.898
0.333,0.273,-0.148
1.043,0.535,0.958
0.709,-0.383,0.147
0.959,0.666,0.587
0.417,0.404,0.129
-0.335,-0.120,-0.548
0.208,0.011,-0.094
-0.418,-0.383,-0.703
0.208,0.011,0.003
0.834,0.928,0.832
-1.253,0.011,-1.132
-0.210,0.011,-0.141
-0.585,-1.562,-0.826
1.210,0.797,1.063
0.500,0.273,0.097
1.210,1.059,1.020
0.709,0.273,0.039
0.709,0.535,0.396
-3.008,-3.135,-1.690
-1.921,-1.562,-1.503
0.417,-0.120,-0.022
-0.711,-0.514,-0.826
-1.629,-1.300,-1.294
-0.377,-0.383,-0.526
0.250,0.928,0.281
-0.544,-0.776,-0.645
-1.587,-1.300,-1.381
-0.460,-0.514,-0.508
0.500,0.011,0.400
-0.752,-0.776,-0.609
-0.210,0.273,0.407
0.208,-0.120,-0.134
0.792,-0.120,0.057
1.001,0.535,0.544
-1.337,-0.645,-1.222
-1.713,-1.431,-1.453
-0.418,-0.776,-0.573
0.083,0.273,0.075
0.625,0.535,0.122
-0.711,-0.252,-0.761
-0.126,-0.120,-0.501
1.502,1.714,1.596
1.836,1.976,2.295
1.126,1.452,1.056
0.250,0.928,-0.141
-1.462,-1.824,-1.395
0.584,0.535,0.227
-0.293,-0.383,-0.447
0.417,0.404,0.328
-0.711,-0.383,-0.797
0.751,0.273,0.580
1.210,1.452,1.337
0.208,-0.383,0.313
0.751,0.404,0.378
0.834,0.666,0.569
0.876,0.273,0.472
0.667,0.011,0.003
0.542,0.273,0.039
0.792,0.273,0.616
-0.460,-0.252,-0.537
0.834,0.797,0.825
0.333,0.142,-0.105
-0.251,0.011,-0.350
0.667,0.666,0.378
0.166,0.535,-0.062
0.333,0.273,0.220
1.460,1.059,1.488
0.250,0.142,-0.008
-1.420,-1.300,-1.150
0.291,-0.252,-0.126
0.751,0.404,0.328
-0.001,1.321,-0.292
0.667,0.011,0.248
0.625,0.142,0.003
0.458,-0.252,-0.018
1.126,1.321,0.973
0.918,1.190,0.991
0.458,0.666,0.284
0.792,0.666,0.544
0.834,0.928,0.865
-0.168,-0.514,-0.393
0.625,0.666,0.238
0.458,0.404,0.036
0.709,0.535,0.436
-0.669,-0.383,-0.581
0.375,-0.514,-0.040
-0.711,-0.907,-0.862
0.375,-0.252,-0.022
0.124,0.011,-0.213
0.333,-0.383,-0.177
-0.084,-0.120,-0.390
0.333,0.404,-0.062
0.834,0.404,0.504
-0.627,-0.514,-0.753
0.542,0.273,0.068
0.500,1.059,-0.018
0.834,0.928,0.601
-0.168,-0.776,-0.393
0.625,0.404,0.796
0.458,0.273,0.360
-0.168,-0.776,-0.465
0.458,1.059,0.263
0.417,0.273,-0.004
0.542,0.142,0.075
0.709,0.011,-0.141
-0.919,-0.252,-0.970
0.834,0.928,0.227
0.751,1.321,0.641
1.377,0.404,1.084
-0.210,0.011,-0.584
0.417,0.404,-0.033
0.417,0.535,0.068
-0.627,-0.252,-0.753
0.918,1.059,1.063
0.667,1.190,0.688
-1.462,-1.300,-1.348
-0.585,-0.120,-0.959
0.584,0.535,0.346
1.377,1.059,1.441
0.166,0.011,-0.155
-0.126,-0.120,-0.357
0.166,-0.120,-0.090
-0.210,-0.514,-0.440
-0.168,0.273,-0.393
0.166,0.273,-0.170
-0.168,1.190,-0.487
-0.878,-0.645,-0.970
0.375,-0.120,0.187
1.335,0.928,1.311
0.458,0.273,0.086
-1.003,-1.955,-1.092
-0.335,-1.431,-0.299
-0.711,-0.252,-0.609
1.001,0.535,0.555
-0.836,-0.907,-0.537
1.502,0.797,0.443
-0.627,-0.907,-0.764
-0.752,-0.514,-0.826
0.291,-0.120,0.140
0.834,0.928,0.969
0.751,0.797,-0.036
0.709,0.797,0.508
0.584,0.666,0.684
0.834,0.666,0.544
1.085,0.535,-0.411
0.208,0.142,0.183
0.417,-0.252,-0.094
0.291,0.404,-0.076
0.834,0.273,0.277
0.542,-0.383,0.039
0.041,0.535,0.003
-0.377,-0.383,-0.645
1.001,0.535,0.544
0.667,1.059,0.973
-0.043,0.928,0.111
-0.168,0.011,-0.004
1.335,1.059,0.958
-0.836,-1.169,-0.862
-1.546,-1.824,-1.222
-0.168,-0.907,-0.494
-0.585,-0.120,-0.862
-0.752,-0.514,-0.872
-0.418,0.011,-0.317
1.669,1.321,2.021
0.625,1.583,0.847
0.500,0.666,0.392
0.584,0.011,0.227
1.460,1.321,1.153
0.542,-0.383,-0.011
-0.293,-0.514,-0.469
-0.168,0.142,-0.235
-0.251,-0.383,-0.537
0.458,0.273,0.223
-0.210,-0.120,-0.220
0.291,0.404,0.111
0.250,0.011,0.111
0.625,0.273,0.256
0.208,-0.383,0.039
0.834,0.928,0.569
0.417,0.404,0.140
0.333,0.142,0.111
-0.251,0.404,0.796
0.876,0.797,0.436
-1.045,-0.645,-1.053
-0.335,-0.252,-0.573
0.458,0.928,0.475
-1.212,-1.169,-0.213
-1.671,-1.431,-1.366
0.834,1.190,0.335
0.834,0.535,0.281
0.876,0.404,0.342
0.751,0.797,0.335
1.043,0.011,0.580
-0.460,-0.645,-0.645
0.417,0.273,-0.011
0.417,0.666,0.205
-0.752,-0.514,-1.042
-0.627,-0.120,-0.714
1.043,1.321,1.333
0.417,0.273,0.079
1.377,0.928,1.193
0.375,0.011,0.075
0.166,0.142,-0.249
0.375,0.797,-0.184
0.417,0.142,0.212
0.625,1.059,0.475
0.124,-0.120,-0.191
-0.460,-1.038,-0.465
0.542,0.142,0.356
0.751,-0.252,0.083
-0.711,-0.120,-0.753
-0.585,-0.514,-0.735
-0.711,-0.907,-0.826
0.876,1.059,0.544
-1.253,-1.693,-1.409
0.417,0.273,0.263
0.417,0.666,-0.069
-1.295,-0.645,-1.186
1.586,1.059,2.154
-0.502,-0.907,-0.941
-0.210,-0.514,-0.480
-0.293,-0.383,-0.505
-0.168,-0.383,-0.393
-0.961,-1.169,-0.934
0.458,0.273,0.183
0.959,0.011,0.508
-0.293,-0.514,-0.447
-0.126,0.273,-0.483
0.208,0.404,0.075
-2.883,-1.562,-1.654
-1.170,-1.038,-1.078
-0.502,-0.907,-0.981
-0.544,-0.383,-0.393
0.250,-0.120,-0.033
-0.001,0.142,-0.213
-0.460,-0.514,-0.645
-1.003,-0.776,-0.883
0.291,0.535,-0.130
0.041,-0.514,-0.757
0.751,1.321,0.904
0.208,-0.252,-0.069
-0.210,0.011,-0.314
1.377,1.190,1.391
-0.126,-0.120,-0.260
-1.212,-1.038,-1.078
0.709,0.142,0.338
-0.043,-0.645,-0.699
0.625,0.404,0.508
0.375,-0.120,0.075
-0.836,-0.252,-0.609
-0.544,-0.514,-0.645
0.458,0.535,0.220
0.041,-0.120,-0.152
-0.168,0.273,-0.602
-0.001,-0.514,-0.357
-1.045,-0.776,-0.862
-0.460,-0.252,-0.472
0.417,0.535,0.364
-0.752,-0.776,-0.681
-0.126,-0.383,-0.415
0.792,0.666,0.310
-0.418,0.535,-0.397
0.625,0.797,0.583
0.500,0.535,-0.044
-0.126,0.142,-0.451
-0.919,-1.038,-0.905
0.625,0.797,0.364
0.625,0.142,0.205
0.834,0.404,0.760
-0.126,-0.120,-0.285
0.333,-0.383,-0.393
0.333,-0.252,-0.429
0.041,0.273,-0.314
0.542,0.666,-0.033
-0.126,0.404,1.009
-0.168,0.666,0.075
-1.379,-0.907,-1.042
0.834,-0.252,0.075
1.043,0.011,-0.177
0.709,0.404,0.220
-0.836,-1.431,-1.204
-1.212,-1.169,-1.078
-1.546,-1.300,-1.330
-0.001,-1.038,-0.678
0.041,0.273,-0.271
0.792,0.273,0.832
-0.460,-0.252,-0.681
0.041,0.797,-0.642
-0.210,-0.252,-0.206
-1.337,-0.120,-1.290
-0.585,-0.514,-0.645
-1.504,-0.776,-1.222
-0.377,-0.120,-0.566
-0.001,-0.645,-0.429
-0.293,0.535,0.310
0.834,0.797,0.875
1.168,0.797,0.865
-0.627,-0.907,-0.797
0.625,-0.120,0.562
-0.836,-1.038,-0.753
-0.043,-0.383,-0.353
0.959,0.797,0.825
-0.377,-0.645,-0.400
0.124,0.797,0.003
0.124,0.011,-0.072
0.041,0.142,0.111
0.208,0.011,-0.105
0.083,0.142,-0.285
0.250,-0.776,-0.105
0.208,1.059,0.515
0.500,-0.120,0.147
-2.590,-2.871,-1.654
1.627,0.142,0.209
1.126,1.059,0.688
0.458,1.452,1.452
-1.295,-1.038,-1.125
-0.293,0.404,0.079
-0.210,0.011,-0.440
1.085,0.797,0.782
-1.253,-0.120,-0.519
-0.043,-0.252,-0.361
-1.379,-1.169,-1.078
-0.293,0.404,-0.429
0.417,0.928,0.796
-1.671,-1.300,-1.280
0.166,0.011,0.158
-0.627,-0.383,-0.757
0.083,1.059,0.465
0.500,0.142,0.183
0.584,0.273,0.263
-0.418,0.011,-0.588
-0.043,0.142,-0.393
-0.084,-0.120,-0.465
0.417,0.273,0.868
-0.878,-0.645,-1.006
0.417,-0.120,0.147
0.876,0.273,-0.458
0.542,-0.120,0.292
-1.671,-1.562,-1.496
0.709,1.190,0.039
-0.460,-0.120,-0.501
0.792,0.404,0.508
0.667,0.928,0.839
-1.379,-0.645,-0.804
0.584,0.666,0.356
-0.168,-0.645,-0.465
-0.377,0.142,-0.501
0.417,0.535,0.047
-0.752,-0.514,-0.541
0.500,0.666,0.140
-0.919,-0.776,-0.941
0.375,0.404,0.292
0.500,0.535,0.183
0.959,0.535,0.317
0.291,0.666,0.284
1.043,0.666,0.504
0.834,0.273,0.342
-2.256,-1.955,-1.582
-0.919,-0.645,-0.934
0.918,0.404,0.547
1.168,0.535,0.724
0.542,0.273,0.760
0.876,0.273,0.544
0.751,0.404,0.580
-1.212,-1.169,-1.290
0.709,1.059,0.684
0.625,0.404,0.075
-0.418,-0.383,-0.703
0.333,0.928,0.180
-0.084,0.142,-0.152
-0.794,-0.514,-0.714
0.584,0.273,0.183
-0.126,0.142,-0.263
0.083,-0.120,0.183
-0.084,0.011,-0.069
-2.422,-2.609,-1.582
0.959,0.928,0.349
0.291,0.142,-0.040
1.001,0.535,0.573
-0.460,-0.252,-0.537
0.542,0.404,0.144
-0.335,0.011,-0.393
0.124,0.273,-0.260
1.001,0.535,0.429
0.834,0.928,0.666
1.210,1.321,1.092
0.375,0.273,0.079
-0.001,0.142,0.346
0.500,-0.252,-0.105
-1.045,-0.383,-0.880
-0.043,-0.514,-0.393
0.542,0.273,0.086
0.417,-0.383,-0.310
1.669,1.190,1.427
-0.335,0.404,0.529
0.542,0.142,0.104
-1.420,-1.431,-0.645
-0.084,-0.383,-0.393
0.709,0.404,0.183
1.043,0.535,0.832
0.625,-1.300,0.292
-1.504,-1.300,-1.330
0.375,0.797,0.075
-0.585,-0.383,-0.393
0.876,1.059,1.153
-0.168,-0.383,-0.465
0.083,-0.120,-0.245
0.625,0.273,0.364
0.792,0.928,0.598
-0.210,-0.514,-0.332
0.458,0.404,0.183
-0.377,-0.383,-0.537
-1.504,-1.300,-1.301
-0.168,-0.252,-0.429
0.792,0.011,0.400
-1.462,-1.300,-1.254
0.417,0.011,0.328
-0.126,-0.383,-0.426
1.043,0.535,0.915
0.625,0.928,0.328
0.417,0.797,0.075
1.669,1.583,1.938
0.375,1.321,0.183
0.333,0.273,0.504
0.458,0.273,0.183
0.041,0.404,0.144
-0.001,-0.252,-0.321
0.417,0.666,0.479
0.792,0.404,0.256
-0.335,-0.383,-0.627
-0.502,-0.514,-0.400
-1.253,-1.169,-1.305
-3.467,-2.871,-1.705
0.834,0.535,0.364
-0.544,0.011,-0.249
0.458,0.142,0.021
-0.752,-0.514,-0.826
-0.084,-0.252,-0.321
0.083,-0.120,-0.022
-0.544,0.011,-0.573
-0.210,0.142,-0.393
0.500,0.273,0.054
-0.043,-0.776,-0.400
1.043,0.404,0.475
0.208,0.273,0.029
0.584,0.011,0.086
-0.043,-0.383,-0.285
-0.001,-0.252,-0.285
-0.961,-0.907,-0.970
0.667,0.142,0.256
-0.502,-0.907,-0.465
0.918,0.797,1.012
-0.043,0.273,0.104
-0.878,-0.645,-0.862
-0.126,1.845,0.746
-0.585,-0.383,-0.537
-0.669,-0.514,-0.753
0.041,0.142,-0.321
0.250,0.142,0.111
-0.794,-1.300,-0.862
1.627,1.059,1.409
-0.711,-0.776,-1.078
0.375,0.011,0.039
-1.045,-0.645,-1.186
0.584,0.535,0.508
0.751,0.273,0.313
0.751,0.928,0.515
-0.460,1.059,-0.555
-0.210,-0.252,-0.462
-0.627,-0.252,-0.714
-0.794,-0.514,-0.609
0.709,1.059,0.832
1.043,0.404,0.904
-0.168,0.535,0.483
0.083,0.011,-0.173
-0.627,-0.514,-0.681
-0.210,0.273,-0.321
-0.418,0.011,-0.609
0.834,0.797,0.544
0.751,0.928,0.436
-0.961,-0.776,-0.999
1.126,0.666,0.731
0.918,1.321,0.811
-1.170,-1.038,-1.063
1.001,0.666,0.695
1.168,0.928,0.940
1.126,1.321,2.004
0.625,1.714,0.493
-0.043,0.142,-0.361
0.458,-0.252,-0.105
0.166,-0.645,-0.141
-0.001,0.535,0.039
-0.210,-0.120,-0.008
-0.544,-0.383,-0.357
0.709,0.797,0.652
1.168,0.666,0.868
0.041,0.011,-0.227
-0.418,-0.383,-0.537
0.417,0.666,-0.011
-2.088,-1.300,-1.218
-0.335,0.404,-0.022
0.667,0.666,0.847
-0.669,-0.252,-0.865
-0.335,-0.907,-0.415
0.625,0.666,0.083
-0.210,-0.383,-0.530
0.458,0.011,0.097
-1.295,-1.038,-1.114
0.792,0.273,0.501
-0.210,-0.383,-0.393
1.711,2.238,2.330
0.792,0.797,0.342
0.041,0.011,-0.249
0.458,0.273,0.317
0.458,0.011,-0.011
0.959,1.059,1.211
-0.210,-0.252,-0.429
0.918,0.404,0.760
0.792,1.059,0.666
0.375,0.011,0.003
1.168,2.238,4.652
0.375,0.142,0.245
0.333,0.535,-0.069
-0.418,-0.383,-0.609
0.625,0.273,0.292
-0.585,-0.645,-0.667
-0.001,-0.383,-0.447
0.584,0.666,0.256
1.043,0.535,0.580
-0.126,-0.514,-0.321
0.417,0.011,-0.285
-0.627,0.666,0.183
-1.713,-1.562,-1.366
-0.460,-0.907,-0.501
1.210,0.404,0.854
0.041,0.273,-0.361
-0.126,-0.252,-0.321
0.417,0.011,-0.018
0.834,0.666,0.519
0.333,0.404,0.111
-0.251,-0.383,-0.508
0.876,0.535,0.760
0.709,0.797,0.400
0.834,0.535,0.796
1.210,0.928,0.969
-0.043,0.142,-0.141
-0.210,-0.907,-0.501
0.709,0.535,0.292
-0.878,-1.038,-0.908
1.126,1.059,0.717
-1.546,-1.300,-1.222
-0.335,0.404,0.111
-0.293,-0.120,-0.357
-0.418,-0.645,-0.826
1.126,0.797,1.142
-0.460,-0.252,-0.321
-0.377,-0.514,-0.609
-0.210,0.404,-0.357
1.043,0.928,1.084
-0.460,-0.907,-0.609
-0.001,-0.383,-0.516
-1.629,-1.300,-1.330
-0.460,-0.120,-0.681
0.876,1.321,-0.555
0.667,1.059,0.796
-0.293,-0.120,-0.285
-0.544,0.273,-0.826
-0.210,-0.252,-0.321
0.542,1.714,1.301
0.500,0.142,0.133
0.458,0.535,-0.357
-0.627,-0.645,-0.916
0.333,0.273,0.256
-1.504,-1.300,-1.377
0.041,1.190,-0.249
-0.043,-0.514,-0.537
0.667,0.535,0.227
0.500,0.273,0.086
0.375,0.011,0.039
0.709,0.928,0.760
1.293,0.666,1.200
-0.126,-0.383,-0.372
0.792,0.011,0.868
1.419,1.845,1.048
1.001,1.321,1.120
-0.043,-0.645,-0.249
0.834,0.404,0.796
-0.043,0.666,-0.418
0.918,0.928,0.472
-1.086,-1.038,-1.114
0.625,0.928,0.868
0.542,0.142,0.183
1.794,1.583,2.047
0.834,0.928,0.702
0.083,0.273,-0.177
-1.462,-1.300,-1.294
0.584,0.666,0.284
-0.043,1.452,0.832
1.043,0.666,0.789
0.792,0.928,0.940
0.834,0.666,0.771
0.375,0.404,0.270
0.751,0.666,0.832
0.876,0.142,0.472
-0.377,-0.120,-0.573
0.041,0.404,-0.249
0.709,2.631,3.246
-0.251,-0.514,-0.613
0.208,0.011,0.140
0.959,0.142,0.447
0.083,0.273,-0.213
0.083,0.535,0.003
-0.210,0.273,0.400
0.876,0.535,0.544
0.375,0.142,0.256
-0.878,-0.645,-0.908
-1.128,-1.038,-0.898
-0.293,-0.252,-0.249
1.210,0.666,0.551
-0.293,-0.514,-0.609
0.751,0.535,0.292
0.834,-0.514,-0.047
-0.084,0.011,-0.116
0.417,0.666,0.119
1.878,1.452,1.445
1.502,1.059,1.373
1.377,1.190,2.273
0.667,-0.252,0.147
-0.084,-0.120,-0.609
0.542,0.535,0.220
-0.919,0.011,-0.689
-0.043,-0.645,-0.386
0.417,-1.038,-0.033
0.208,0.142,-0.026
0.751,0.797,0.746
0.458,-0.514,0.292
-0.544,-0.514,-0.599
0.584,0.404,-0.609
-0.627,-1.038,-0.862
1.085,0.928,1.113
0.542,0.273,0.266
-0.418,-0.514,-0.501
1.126,1.321,-0.444
0.709,-0.252,0.234
0.291,0.404,0.256
1.001,1.452,0.973
-1.003,-0.776,-0.934
0.124,-0.776,-0.454
0.542,0.535,0.400
0.208,-0.776,0.147
-0.919,-0.383,-0.826
1.043,0.535,0.652
0.041,0.404,-0.184
0.500,0.273,0.083
0.834,1.452,2.094
1.419,1.190,1.423
0.751,1.976,0.364
0.584,0.273,0.075
0.333,0.928,0.256
-0.377,-0.252,-0.465
-1.295,-1.038,-1.143
-0.084,0.011,0.544
0.792,1.059,0.832
-0.251,0.273,-0.444
0.542,0.797,0.075
-0.752,-0.514,-0.790
0.375,0.404,0.183
0.291,0.666,0.075
-0.836,-1.169,-0.826
0.584,1.190,0.537
0.584,-0.120,0.342
0.417,-0.120,-0.004
-0.502,-0.776,-0.105
-0.460,-0.120,-0.627
0.876,1.321,0.328
1.252,0.535,0.829
1.001,2.631,2.129
0.792,0.404,0.320
0.166,0.011,-0.008
0.166,1.583,1.178
0.584,0.273,0.356
-0.210,-0.645,-0.357
0.625,0.273,0.111
-0.335,0.535,-0.033
-0.001,0.011,-0.123
-1.170,-0.776,-1.125
-0.168,0.142,-0.285
0.834,0.273,0.407
-1.212,-1.038,-1.186
-1.045,-0.776,-1.006
0.625,0.273,0.220
0.375,1.059,1.445
-0.961,-0.383,-0.898
0.709,0.404,0.248
0.625,0.666,0.162
1.210,0.797,1.156
0.417,0.797,0.256
0.751,0.404,0.508
0.500,0.273,0.353
-0.043,0.011,-0.436
-0.627,-0.383,-0.681
0.208,0.273,0.201
-1.045,-1.431,-1.006
0.291,0.142,0.238
1.001,0.666,0.688
0.751,0.797,0.220
1.043,1.190,1.146
-0.752,-0.514,-0.826
-0.460,-0.907,-0.681
1.252,0.142,0.616
1.460,1.321,1.301
-0.251,-0.120,-0.393
-0.460,-1.038,-0.393
-0.168,-0.120,-0.321
-0.043,0.011,-0.415
0.751,0.273,0.158
0.083,0.142,-0.141
0.625,0.404,0.212
-1.086,-0.907,-0.865
0.375,0.273,0.256
-1.379,-0.252,-1.002
0.542,0.273,-0.033
0.667,1.321,1.229
0.083,0.142,0.075
0.584,0.142,0.270
0.041,1.714,0.039
1.001,0.928,0.713
0.124,0.404,-0.177
-0.878,-0.383,-0.681
0.834,1.059,0.706
0.124,0.535,0.832
-0.168,0.273,-0.213
-0.418,-0.514,-0.555
0.166,0.273,-0.227
0.834,1.452,0.940
1.252,0.928,1.625
0.876,0.928,0.836
0.166,-0.383,-0.249
1.753,1.190,1.877
